term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
disobedient,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,disobedi,disobedi,disobedy,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
disobey,1,1.041710071252969e-05,16.5506866718375,7,VB,v,1,{'v'},1,{'VB'},False,disobey,disobey,disobey,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,0,0,0,-1
displaced,1,1.041710071252969e-05,16.5506866718375,9,VBN,v,1,{'v'},1,{'VBN'},False,displac,displac,displac,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,0,0,1,0,0,0
disreputable,1,1.041710071252969e-05,16.5506866718375,12,JJ,j,1,{'j'},1,{'JJ'},False,disreput,disreput,disreput,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
distasteful,1,1.041710071252969e-05,16.5506866718375,11,JJ,j,1,{'j'},1,{'JJ'},False,distast,distast,distast,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
distracted,1,1.041710071252969e-05,16.5506866718375,10,VBN,v,1,{'v'},1,{'VBN'},False,distract,distract,distract,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
distressed,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,distress,distress,distress,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
diversion,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,divers,divers,divert,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,1,0,1
doctor,9,9.37539064127672e-05,13.380761670395186,6,NN,n,1,{'n'},1,{'NN'},False,doctor,doctor,doct,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,0,1,0,0,1,1
don,129,0.0013438059919163,9.539459416414244,3,NNP,n,3,"{'j', 'v', 'n'}",6,"{'VBZ', 'VBP', 'VB', 'JJ', 'NNP', 'NN'}",True,don,don,don,4,1.807354922057604,0.5163871205878868,0,0,0,0,0,0,1,0,0,1,1
doomed,1,1.041710071252969e-05,16.5506866718375,6,VBN,v,1,{'v'},1,{'VBN'},False,doom,doom,doom,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
doubt,5,5.208550356264844e-05,14.228758576950137,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,doubt,doubt,doubt,3,2.222392421336448,0.4762269474292389,0,0,0,1,0,1,0,1,0,1,-1
downfall,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,downfal,downfal,downfal,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
dreadful,3,3.1251302137589066e-05,14.965724171116342,8,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,dread,dread,dread,2,2.807354922057604,0.4010507031510862,1,1,1,1,0,1,0,1,0,0,-1
drown,2,2.083420142505938e-05,15.550686671837498,5,NN,n,2,"{'n', 'v'}",2,"{'VBP', 'NN'}",False,drown,drown,drown,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
dumps,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,dump,dump,dump,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,1,0,0,-1
dying,7,7.291970498770782e-05,13.743331749779896,5,VBG,v,1,{'v'},1,{'VBG'},False,die,die,dying,4,1.807354922057604,0.5163871205878868,1,0,1,1,0,1,0,1,0,0,-1
eager,3,3.1251302137589066e-05,14.965724171116342,5,JJ,j,1,{'j'},1,{'JJ'},False,eager,eager,eag,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,1,1,1
earthquake,2,2.083420142505938e-05,15.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,earthquak,earthquak,earthquak,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,1,0,-1
elder,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,elder,elder,eld,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
elders,10,0.0001041710071252,13.228758576950137,6,NNS,n,1,{'n'},1,{'NNS'},False,elder,elder,eld,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
electric,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,electr,electr,elect,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,1,0,1
elegant,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,1,{'j'},1,{'JJ'},False,eleg,eleg,eleg,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,0,1
embarrassment,1,1.041710071252969e-05,16.5506866718375,13,NN,n,1,{'n'},1,{'NN'},False,embarrass,embarrass,embarrass,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,1,0,-1
emergency,13,0.0001354223092628,12.850246953696406,9,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,emerg,emerg,emerg,7,1.0,0.5,0,0,0,1,0,1,0,1,1,0,-1
encourage,2,2.083420142505938e-05,15.550686671837498,9,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,encourag,encourag,enco,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,1,1
endless,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VB'}",False,endless,endless,endless,2,2.807354922057604,0.4010507031510862,1,0,0,1,1,1,1,1,0,1,0
enemy,17,0.000177090712113,12.46322383058716,5,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,enemi,enemi,enemy,6,1.222392421336448,0.5238824662870492,1,0,1,1,0,1,0,0,0,0,-1
engaged,2,2.083420142505938e-05,15.550686671837498,7,VBN,v,1,{'v'},1,{'VBN'},False,engag,engag,eng,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,1,1
enjoy,5,5.208550356264844e-05,14.228758576950137,5,NNP,n,2,"{'v', 'n'}",3,"{'VB', 'NN', 'NNP'}",False,enjoy,enjoy,enjoy,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,0,1,1
entertain,2,2.083420142505938e-05,15.550686671837498,9,NNP,n,2,"{'v', 'n'}",2,"{'VBP', 'NNP'}",False,entertain,entertain,entertain,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,0,1
enthusiasm,4,4.166840285011876e-05,14.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,enthusiasm,enthusiasm,enthusiasm,3,2.222392421336448,0.4762269474292389,0,1,0,0,1,0,1,0,1,0,1
erase,3,3.1251302137589066e-05,14.965724171116342,5,VB,v,1,{'v'},1,{'VB'},False,eras,eras,eras,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
errand,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,errand,errand,errand,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,1,0,0,1,1
error,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,error,error,er,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
escape,8,8.333680570023751e-05,13.550686671837498,6,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NN'}",False,escap,escap,escap,5,1.4854268271702418,0.5305095811322292,0,1,0,1,0,1,1,0,0,0,0
evil,6,6.250260427517813e-05,13.965724171116342,4,JJ,j,3,"{'j', 'n', 'v'}",3,"{'JJ', 'VBP', 'NNP'}",False,evil,evil,evil,5,1.4854268271702418,0.5305095811322292,1,0,1,1,0,1,0,1,0,0,-1
excellent,10,0.0001041710071252,13.228758576950137,9,JJ,j,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,excel,excel,excel,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,0,0,1,1
exchange,3,3.1251302137589066e-05,14.965724171116342,8,VB,v,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,exchang,exchang,exchang,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
excited,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBD'}",False,excit,excit,excit,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,1,1,1
exciting,3,3.1251302137589066e-05,14.965724171116342,8,JJ,j,3,"{'j', 'n', 'v'}",3,"{'JJ', 'VBG', 'NN'}",False,excit,excit,excit,3,2.222392421336448,0.4762269474292389,0,1,0,0,1,0,1,0,1,0,1
exhausted,2,2.083420142505938e-05,15.550686671837498,9,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,exhaust,exhaust,exhaust,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
expect,4,4.166840285011876e-05,14.550686671837498,6,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,expect,expect,expect,4,1.807354922057604,0.5163871205878868,0,1,0,0,0,0,1,0,1,1,1
experienced,3,3.1251302137589066e-05,14.965724171116342,11,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,experienc,experienc,expery,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
explain,7,7.291970498770782e-05,13.743331749779896,7,VB,v,1,{'v'},1,{'VB'},False,explain,explain,explain,4,1.807354922057604,0.5163871205878868,0,0,0,0,0,0,1,0,0,1,1
explode,3,3.1251302137589066e-05,14.965724171116342,7,VB,v,1,{'v'},1,{'VB'},False,explod,explod,explod,3,2.222392421336448,0.4762269474292389,1,0,0,1,0,1,0,1,1,0,-1
explosion,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,explos,explos,explod,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,1,0,-1
expose,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,expos,expos,expos,1,3.807354922057604,0.2719539230041146,0,1,0,1,0,0,0,0,0,0,0
exterminate,2,2.083420142505938e-05,15.550686671837498,11,VB,v,1,{'v'},1,{'VB'},False,extermin,extermin,extermin,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
extermination,1,1.041710071252969e-05,16.5506866718375,13,NN,n,1,{'n'},1,{'NN'},False,extermin,extermin,extermin,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
failure,3,3.1251302137589066e-05,14.965724171116342,7,NN,n,1,{'n'},1,{'NN'},False,failur,failur,fail,2,2.807354922057604,0.4010507031510862,0,0,1,1,0,1,0,1,0,0,-1
fall,26,0.0002708446185257,11.850246953696406,4,VB,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,fall,fall,fal,9,0.6374299206152918,0.4097763775384019,0,0,0,0,0,1,0,1,0,0,-1
falling,22,0.0002291762156756,12.091255053200202,7,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,fall,fall,fal,9,0.6374299206152918,0.4097763775384019,0,0,0,0,0,1,0,1,0,0,-1
familiar,6,6.250260427517813e-05,13.965724171116342,8,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,familiar,familiar,famili,4,1.807354922057604,0.5163871205878868,0,0,0,0,0,0,1,0,0,1,1
fancy,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,fanci,fanci,fant,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,0,1
fat,6,6.250260427517813e-05,13.965724171116342,3,JJ,j,3,"{'j', 'n', 'v'}",3,"{'JJ', 'VBP', 'NN'}",False,fat,fat,fat,6,1.222392421336448,0.5238824662870492,0,0,1,0,0,1,0,1,0,0,-1
fate,4,4.166840285011876e-05,14.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,fate,fate,fat,4,1.807354922057604,0.5163871205878868,0,1,0,0,0,1,0,0,0,0,-1
fatty,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,fatti,fatti,fatty,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,1,0,0,-1
fault,19,0.000197924913538,12.302759158393911,5,NN,n,1,{'n'},1,{'NN'},False,fault,fault,fault,9,0.6374299206152918,0.4097763775384019,0,0,0,0,0,1,0,1,0,0,-1
favorite,2,2.083420142505938e-05,15.550686671837498,8,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,favorit,favorit,favorit,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,1,1
fear,6,6.250260427517813e-05,13.965724171116342,4,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,fear,fear,fear,5,1.4854268271702418,0.5305095811322292,1,0,0,1,0,1,0,0,0,0,-1
fee,2,2.083420142505938e-05,15.550686671837498,3,NN,n,1,{'n'},1,{'NN'},False,fee,fee,fee,2,2.807354922057604,0.4010507031510862,1,0,0,0,0,1,0,0,0,0,-1
feeling,12,0.0001250052085503,12.965724171116342,7,VBG,v,3,"{'j', 'n', 'v'}",3,"{'JJ', 'VBG', 'NN'}",False,feel,feel,feel,8,0.8073549220576041,0.4613456697472023,1,1,1,1,1,1,1,1,1,1,0
fell,25,0.0002604275178132,11.906830482062771,4,VBD,v,1,{'v'},1,{'VBD'},False,fell,fell,fel,13,0.1069152039165118,0.099278403636761,0,0,0,0,0,1,0,1,0,0,-1
fellow,12,0.0001250052085503,12.965724171116342,6,JJ,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,fellow,fellow,fellow,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,0,1,0,0,1,1
festival,4,4.166840285011876e-05,14.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,festiv,festiv,fest,3,2.222392421336448,0.4762269474292389,0,1,0,0,1,0,1,0,1,0,1
fierce,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,fierc,fierc,fierc,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
fight,43,0.0004479353306387,11.1244219171354,5,VB,v,3,"{'j', 'n', 'v'}",7,"{'VBP', 'VBN', 'VB', 'JJ', 'NNP', 'NN', 'VBD'}",False,fight,fight,fight,9,0.6374299206152918,0.4097763775384019,1,0,0,1,0,1,0,0,0,0,-1
fighting,14,0.0001458394099754,12.743331749779896,8,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,fight,fight,fight,8,0.8073549220576041,0.4613456697472023,1,0,0,0,0,1,0,0,0,0,-1
filth,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,filth,filth,fil,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,0,0,0,-1
filthy,4,4.166840285011876e-05,14.550686671837498,6,JJ,j,1,{'j'},1,{'JJ'},False,filthi,filthi,filthy,4,1.807354922057604,0.5163871205878868,0,0,1,0,0,1,0,0,0,0,-1
finally,33,0.0003437643235134,11.506292552479046,7,RB,r,1,{'r'},1,{'RB'},False,final,final,fin,13,0.1069152039165118,0.099278403636761,0,1,1,0,1,0,1,0,1,1,1
fits,1,1.041710071252969e-05,16.5506866718375,4,VBZ,v,1,{'v'},1,{'VBZ'},False,fit,fit,fit,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
fitting,7,7.291970498770782e-05,13.743331749779896,7,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBG'}",False,fit,fit,fit,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
flee,1,1.041710071252969e-05,16.5506866718375,4,VB,v,1,{'v'},1,{'VB'},False,flee,flee,fle,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
flu,2,2.083420142505938e-05,15.550686671837498,3,NN,n,1,{'n'},1,{'NN'},False,flu,flu,flu,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
flying,42,0.0004375182299262,11.15836924905874,6,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,fli,fli,fly,8,0.8073549220576041,0.4613456697472023,0,0,0,1,0,0,1,0,0,0,1
foe,3,3.1251302137589066e-05,14.965724171116342,3,NN,n,1,{'n'},1,{'NN'},False,foe,foe,foe,2,2.807354922057604,0.4010507031510862,1,0,0,1,0,1,0,0,0,0,-1
food,36,0.000375015625651,11.380761670395186,4,NN,n,1,{'n'},1,{'NN'},False,food,food,food,8,0.8073549220576041,0.4613456697472023,0,0,0,0,1,0,1,0,0,1,1
fool,17,0.000177090712113,12.46322383058716,4,NN,n,2,"{'v', 'n'}",3,"{'VB', 'VBP', 'NN'}",False,fool,fool,fool,9,0.6374299206152918,0.4097763775384019,0,0,1,0,0,1,0,0,0,0,-1
forbid,1,1.041710071252969e-05,16.5506866718375,6,VBP,v,1,{'v'},1,{'VBP'},False,forbid,forbid,forbid,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
forbidding,1,1.041710071252969e-05,16.5506866718375,10,VBG,v,1,{'v'},1,{'VBG'},False,forbid,forbid,forbid,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
force,15,0.0001562565106879,12.64379607622898,5,NNP,n,2,"{'v', 'n'}",3,"{'VB', 'NN', 'NNP'}",False,forc,forc,forc,8,0.8073549220576041,0.4613456697472023,1,0,0,1,0,1,0,0,0,0,-1
forced,4,4.166840285011876e-05,14.550686671837498,6,VBN,v,1,{'v'},1,{'VBN'},False,forc,forc,forc,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,1,0,0,0,0,-1
forecast,2,2.083420142505938e-05,15.550686671837498,8,NN,n,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,forecast,forecast,forecast,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,0,0,0,1,0
forgotten,8,8.333680570023751e-05,13.550686671837498,9,VBN,v,2,"{'n', 'v'}",4,"{'VB', 'VBN', 'NNP', 'NNS'}",False,forgotten,forgotten,forgot,6,1.222392421336448,0.5238824662870492,0,0,0,1,0,1,0,1,0,0,-1
formula,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,formula,formula,formul,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
fortune,7,7.291970498770782e-05,13.743331749779896,7,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,fortun,fortun,fortun,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,1,1,1
foul,1,1.041710071252969e-05,16.5506866718375,4,JJ,j,1,{'j'},1,{'JJ'},False,foul,foul,foul,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
found,34,0.000354181424226,11.46322383058716,5,VBD,v,3,"{'x', 'n', 'v'}",4,"{'VBN', 'NN', 'VBD', 'IN'}",False,found,found,found,11,0.3479233034203068,0.2733683098302411,0,0,0,0,1,0,1,0,0,1,1
fragile,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,fragil,fragil,fragil,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
frank,2,2.083420142505938e-05,15.550686671837498,5,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBN'}",False,frank,frank,frank,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
freedom,4,4.166840285011876e-05,14.550686671837498,7,NNP,n,2,"{'v', 'n'}",2,"{'VB', 'NNP'}",False,freedom,freedom,freedom,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,1,1
friend,16,0.0001666736114004,12.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,friend,friend,friend,7,1.0,0.5,0,0,0,0,1,0,1,0,0,1,1
friendly,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,friendli,friend,friend,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
friendship,2,2.083420142505938e-05,15.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,friendship,friendship,friend,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,1,1
frighten,2,2.083420142505938e-05,15.550686671837498,8,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,frighten,frighten,fright,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,1,0,-1
frightened,6,6.250260427517813e-05,13.965724171116342,10,VBN,v,2,"{'j', 'v'}",2,"{'JJ', 'VBN'}",False,frighten,frighten,fright,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,1,0,0,1,0,-1
frolic,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,frolic,frolic,frol,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
frustration,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,frustrat,frustrat,frust,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
fulfill,1,1.041710071252969e-05,16.5506866718375,7,VBP,v,1,{'v'},1,{'VBP'},False,fulfil,fulfil,fulfil,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
fully,2,2.083420142505938e-05,15.550686671837498,5,RB,r,1,{'r'},1,{'RB'},False,fulli,fulli,ful,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
fun,17,0.000177090712113,12.46322383058716,3,NN,n,3,"{'j', 'v', 'n'}",3,"{'JJ', 'NN', 'VBN'}",False,fun,fun,fun,8,0.8073549220576041,0.4613456697472023,0,1,0,0,1,0,1,0,0,0,1
fundamental,1,1.041710071252969e-05,16.5506866718375,11,JJ,j,1,{'j'},1,{'JJ'},False,fundament,fundament,funda,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
furious,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,furiou,furious,fury,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,0,0,0,-1
fuss,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,fuss,fuss,fuss,2,2.807354922057604,0.4010507031510862,1,0,0,0,0,1,0,1,0,0,-1
futile,2,2.083420142505938e-05,15.550686671837498,6,JJ,j,1,{'j'},1,{'JJ'},False,futil,futil,futil,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
gain,2,2.083420142505938e-05,15.550686671837498,4,NN,n,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,gain,gain,gain,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,0,1
gang,4,4.166840285011876e-05,14.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,gang,gang,gang,4,1.807354922057604,0.5163871205878868,1,0,0,1,0,1,0,0,0,0,-1
garbage,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,garbag,garbag,garb,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,0,0,0,-1
garden,15,0.0001562565106879,12.64379607622898,6,NN,n,1,{'n'},1,{'NN'},False,garden,garden,gard,7,1.0,0.5,0,0,0,0,1,0,1,0,0,0,1
gem,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,gem,gem,gem,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
general,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,gener,general,gen,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
gentleman,8,8.333680570023751e-05,13.550686671837498,9,NN,n,1,{'n'},1,{'NN'},False,gentleman,gentleman,gentlem,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,0,1,0,0,1,1
genuine,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,genuin,genuin,genuin,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
germ,2,2.083420142505938e-05,15.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,germ,germ,germ,1,3.807354922057604,0.2719539230041146,0,1,1,0,0,0,0,0,0,0,0
ghastly,1,1.041710071252969e-05,16.5506866718375,7,RB,r,1,{'r'},1,{'RB'},False,ghastli,ghast,ghast,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,0,0,0,-1
gift,10,0.0001041710071252,13.228758576950137,4,NN,n,1,{'n'},1,{'NN'},False,gift,gift,gift,7,1.0,0.5,0,1,0,0,1,0,1,0,1,0,1
glad,21,0.0002187591149631,12.15836924905874,4,JJ,j,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,glad,glad,glad,9,0.6374299206152918,0.4097763775384019,0,1,0,0,1,0,1,0,0,0,1
gloomy,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,gloomi,gloomi,gloom,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
god,16,0.0001666736114004,12.550686671837498,3,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,god,god,god,4,1.807354922057604,0.5163871205878868,0,1,0,1,1,0,1,0,0,1,1
good,261,0.0027188632859702,8.522780675267613,4,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,good,good,good,14,0.0,0.0,0,1,0,0,1,0,1,0,1,1,1
goodness,7,7.291970498770782e-05,13.743331749779896,8,NN,n,1,{'n'},1,{'NN'},False,good,good,good,5,1.4854268271702418,0.5305095811322292,0,1,0,0,1,0,1,0,1,1,1
gorgeous,3,3.1251302137589066e-05,14.965724171116342,8,JJ,j,1,{'j'},1,{'JJ'},False,gorgeou,gorgeous,gorg,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,0,1
govern,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,govern,govern,govern,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
government,7,7.291970498770782e-05,13.743331749779896,10,NN,n,1,{'n'},1,{'NN'},False,govern,govern,govern,4,1.807354922057604,0.5163871205878868,0,0,0,1,0,1,0,0,0,0,-1
grab,4,4.166840285011876e-05,14.550686671837498,4,NNP,n,2,"{'v', 'n'}",2,"{'VB', 'NNP'}",False,grab,grab,grab,4,1.807354922057604,0.5163871205878868,1,0,0,0,0,1,0,0,0,0,-1
grant,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,grant,grant,grant,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
gratitude,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,gratitud,gratitud,gratitud,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
