term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf
opponent,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,oppon,oppon,oppon,2,2.807354922057604,0.40105070315108626
opportunity,2,2.083420142505938e-05,15.550686671837498,11,NN,n,1,{'n'},1,{'NN'},False,opportun,opportun,opportun,2,2.807354922057604,0.40105070315108626
oppose,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,oppos,oppos,oppos,1,3.807354922057604,0.2719539230041146
opposed,2,2.083420142505938e-05,15.550686671837498,7,VBN,v,1,{'v'},1,{'VBN'},False,oppos,oppos,oppos,2,2.807354922057604,0.40105070315108626
opposing,2,2.083420142505938e-05,15.550686671837498,8,VBG,v,1,{'v'},1,{'VBG'},False,oppos,oppos,oppos,2,2.807354922057604,0.40105070315108626
opposite,3,3.1251302137589066e-05,14.965724171116342,8,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,opposit,opposit,opposit,3,2.222392421336448,0.4762269474292389
opposites,1,1.041710071252969e-05,16.5506866718375,9,NNS,n,1,{'n'},1,{'NNS'},False,opposit,opposit,opposit,1,3.807354922057604,0.2719539230041146
or,126,0.0013125546897787,9.573406748337582,2,CC,x,2,"{'v', 'x'}",2,"{'VB', 'CC'}",True,or,or,or,14,0.0,0.0
order,15,0.0001562565106879,12.64379607622898,5,NN,n,1,{'n'},1,{'NN'},False,order,order,ord,8,0.8073549220576041,0.4613456697472023
ordered,2,2.083420142505938e-05,15.550686671837498,7,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,order,order,ord,2,2.807354922057604,0.40105070315108626
orders,11,0.0001145881078378,13.091255053200202,6,NNS,n,1,{'n'},1,{'NNS'},False,order,order,ord,6,1.222392421336448,0.5238824662870492
ordinary,7,7.291970498770782e-05,13.743331749779896,8,JJ,j,1,{'j'},1,{'JJ'},False,ordinari,ordinari,ordin,3,2.222392421336448,0.4762269474292389
organic,4,4.166840285011876e-05,14.550686671837498,7,JJ,j,1,{'j'},1,{'JJ'},False,organ,organ,org,1,3.807354922057604,0.2719539230041146
organically,1,1.041710071252969e-05,16.5506866718375,11,RB,r,1,{'r'},1,{'RB'},False,organ,organ,org,1,3.807354922057604,0.2719539230041146
organize,1,1.041710071252969e-05,16.5506866718375,8,VB,v,1,{'v'},1,{'VB'},False,organ,organ,org,1,3.807354922057604,0.2719539230041146
organized,1,1.041710071252969e-05,16.5506866718375,9,VBN,v,1,{'v'},1,{'VBN'},False,organ,organ,org,1,3.807354922057604,0.2719539230041146
oriental,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,orient,orient,ory,1,3.807354922057604,0.2719539230041146
original,3,3.1251302137589066e-05,14.965724171116342,8,JJ,j,1,{'j'},1,{'JJ'},False,origin,origin,origin,2,2.807354922057604,0.40105070315108626
originally,1,1.041710071252969e-05,16.5506866718375,10,RB,r,1,{'r'},1,{'RB'},False,origin,origin,origin,1,3.807354922057604,0.2719539230041146
ornament,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,ornament,ornament,orna,1,3.807354922057604,0.2719539230041146
oroku,8,8.333680570023751e-05,13.550686671837498,5,NNP,n,2,"{'v', 'n'}",3,"{'VB', 'NN', 'NNP'}",False,oroku,oroku,oroku,1,3.807354922057604,0.2719539230041146
orphans,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,orphan,orphan,orph,1,3.807354922057604,0.2719539230041146
osho,12,0.0001250052085503,12.965724171116342,4,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,osho,osho,osho,1,3.807354922057604,0.2719539230041146
osono,6,6.250260427517813e-05,13.965724171116342,5,NNP,n,2,"{'x', 'n'}",2,"{'CD', 'NNP'}",False,osono,osono,osono,1,3.807354922057604,0.2719539230041146
other,47,0.0004896037334888,10.99609782015986,5,JJ,j,1,{'j'},1,{'JJ'},True,other,other,oth,12,0.22239242133644802,0.19062207543124116
others,19,0.000197924913538,12.302759158393911,6,NNS,n,1,{'n'},1,{'NNS'},False,other,other,oth,10,0.48542682717024166,0.34673344797874406
otherwise,3,3.1251302137589066e-05,14.965724171116342,9,RB,r,2,"{'r', 'x'}",2,"{'RB', 'IN'}",False,otherwis,otherwis,otherw,2,2.807354922057604,0.40105070315108626
otomo,2,2.083420142505938e-05,15.550686671837498,5,NNP,n,1,{'n'},1,{'NNP'},False,otomo,otomo,otomo,1,3.807354922057604,0.2719539230041146
otsukuri,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,otsukuri,otsukuri,otsukur,1,3.807354922057604,0.2719539230041146
ouch,9,9.37539064127672e-05,13.380761670395186,4,JJ,j,2,"{'j', 'r'}",2,"{'JJ', 'RB'}",False,ouch,ouch,ouch,4,1.8073549220576042,0.5163871205878868
ouchouchouch,1,1.041710071252969e-05,16.5506866718375,12,JJ,j,1,{'j'},1,{'JJ'},False,ouchouchouch,ouchouchouch,ouchouchouch,1,3.807354922057604,0.2719539230041146
ouchouchouchouch,1,1.041710071252969e-05,16.5506866718375,16,JJ,j,1,{'j'},1,{'JJ'},False,ouchouchouchouch,ouchouchouchouch,ouchouchouchouch,1,3.807354922057604,0.2719539230041146
ought,2,2.083420142505938e-05,15.550686671837498,5,MD,x,1,{'x'},1,{'MD'},False,ought,ought,ought,1,3.807354922057604,0.2719539230041146
ounce,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,ounc,ounc,ount,1,3.807354922057604,0.2719539230041146
our,215,0.0022396766531938,8.802493822248039,3,PRP$,x,1,{'x'},1,{'PRP$'},True,our,our,our,14,0.0,0.0
ours,4,4.166840285011876e-05,14.550686671837498,4,NNS,n,2,"{'v', 'n'}",3,"{'VBZ', 'NN', 'NNS'}",True,our,our,our,3,2.222392421336448,0.4762269474292389
ourselves,1,1.041710071252969e-05,16.5506866718375,9,PRP,x,1,{'x'},1,{'PRP'},True,ourselv,ourselv,ourselv,1,3.807354922057604,0.2719539230041146
out,289,0.003010542105921,8.37576098933682,3,RP,x,3,"{'r', 'n', 'x'}",5,"{'IN', 'RP', 'NNP', 'RB', 'NN'}",True,out,out,out,14,0.0,0.0
outbursts,1,1.041710071252969e-05,16.5506866718375,9,NNS,n,1,{'n'},1,{'NNS'},False,outburst,outburst,outburst,1,3.807354922057604,0.2719539230041146
outcome,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,outcom,outcom,outcom,1,3.807354922057604,0.2719539230041146
outdo,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,outdo,outdo,outdo,1,3.807354922057604,0.2719539230041146
outlaws,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,outlaw,outlaw,outlaw,1,3.807354922057604,0.2719539230041146
outoftown,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,outoftown,outoftown,outoftown,1,3.807354922057604,0.2719539230041146
outrageous,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,outrag,outrag,out,1,3.807354922057604,0.2719539230041146
outside,16,0.0001666736114004,12.550686671837498,7,IN,x,3,"{'j', 'n', 'x'}",3,"{'JJ', 'NN', 'IN'}",False,outsid,outsid,outsid,10,0.48542682717024166,0.34673344797874406
outta,1,1.041710071252969e-05,16.5506866718375,5,RB,r,1,{'r'},1,{'RB'},False,outta,outta,outt,1,3.807354922057604,0.2719539230041146
outwit,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,outwit,outwit,outwit,1,3.807354922057604,0.2719539230041146
oven,5,5.208550356264844e-05,14.228758576950137,4,NN,n,3,"{'j', 'r', 'n'}",3,"{'JJ', 'RB', 'NN'}",False,oven,oven,ov,1,3.807354922057604,0.2719539230041146
ovens,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,oven,oven,ov,1,3.807354922057604,0.2719539230041146
over,130,0.0013542230926288,9.528318858809044,4,IN,x,2,"{'r', 'x'}",3,"{'RB', 'RP', 'IN'}",True,over,over,ov,14,0.0,0.0
overall,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,overal,overal,overal,1,3.807354922057604,0.2719539230041146
overdo,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,overdo,overdo,overdo,1,3.807354922057604,0.2719539230041146
overhaul,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,overhaul,overhaul,overha,1,3.807354922057604,0.2719539230041146
overhead,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,overhead,overhead,overhead,1,3.807354922057604,0.2719539230041146
overlooking,1,1.041710071252969e-05,16.5506866718375,11,VBG,v,1,{'v'},1,{'VBG'},False,overlook,overlook,overlook,1,3.807354922057604,0.2719539230041146
overly,1,1.041710071252969e-05,16.5506866718375,6,RB,r,1,{'r'},1,{'RB'},False,overli,over,ov,1,3.807354922057604,0.2719539230041146
overslept,2,2.083420142505938e-05,15.550686671837498,9,VBP,v,1,{'v'},1,{'VBP'},False,overslept,overslept,overslept,2,2.807354922057604,0.40105070315108626
overstayed,1,1.041710071252969e-05,16.5506866718375,10,VBN,v,1,{'v'},1,{'VBN'},False,overstay,overstay,overstay,1,3.807354922057604,0.2719539230041146
overtake,1,1.041710071252969e-05,16.5506866718375,8,VB,v,1,{'v'},1,{'VB'},False,overtak,overtak,overtak,1,3.807354922057604,0.2719539230041146
overtaxed,1,1.041710071252969e-05,16.5506866718375,9,VBP,v,1,{'v'},1,{'VBP'},False,overtax,overtax,overtax,1,3.807354922057604,0.2719539230041146
overthrow,1,1.041710071252969e-05,16.5506866718375,9,VB,v,1,{'v'},1,{'VB'},False,overthrow,overthrow,overthrow,1,3.807354922057604,0.2719539230041146
overtime,3,3.1251302137589066e-05,14.965724171116342,8,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,overtim,overtim,overtim,2,2.807354922057604,0.40105070315108626
overweight,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,overweight,overweight,overweight,1,3.807354922057604,0.2719539230041146
overwhelmed,2,2.083420142505938e-05,15.550686671837498,11,VBD,v,1,{'v'},1,{'VBD'},False,overwhelm,overwhelm,overwhelm,1,3.807354922057604,0.2719539230041146
overwhelmingly,1,1.041710071252969e-05,16.5506866718375,14,RB,r,1,{'r'},1,{'RB'},False,overwhelmingli,overwhelm,overwhelm,1,3.807354922057604,0.2719539230041146
ow,14,0.0001458394099754,12.743331749779896,2,NN,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,ow,ow,ow,6,1.222392421336448,0.5238824662870492
owe,2,2.083420142505938e-05,15.550686671837498,3,VBP,v,1,{'v'},1,{'VBP'},False,owe,owe,ow,2,2.807354922057604,0.40105070315108626
own,41,0.0004271011292137,11.193134667219416,3,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VB'}",True,own,own,own,11,0.3479233034203068,0.2733683098302411
owner,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,owner,owner,own,1,3.807354922057604,0.2719539230041146
oww,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,oww,oww,oww,1,3.807354922057604,0.2719539230041146
oxen,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,oxen,oxen,ox,1,3.807354922057604,0.2719539230041146
p,3,3.1251302137589066e-05,14.965724171116342,1,NNP,n,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,p,p,p,2,2.807354922057604,0.40105070315108626
pachinko,1,1.041710071252969e-05,16.5506866718375,8,NNP,n,1,{'n'},1,{'NNP'},False,pachinko,pachinko,pachinko,1,3.807354922057604,0.2719539230041146
pacifier,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,pacifi,pacifi,pac,1,3.807354922057604,0.2719539230041146
pack,1,1.041710071252969e-05,16.5506866718375,4,VB,v,1,{'v'},1,{'VB'},False,pack,pack,pack,1,3.807354922057604,0.2719539230041146
package,4,4.166840285011876e-05,14.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,packag,packag,pack,3,2.222392421336448,0.4762269474292389
packing,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,pack,pack,pack,1,3.807354922057604,0.2719539230041146
padded,1,1.041710071252969e-05,16.5506866718375,6,VBN,v,1,{'v'},1,{'VBN'},False,pad,pad,pad,1,3.807354922057604,0.2719539230041146
paggot,2,2.083420142505938e-05,15.550686671837498,6,NNP,n,1,{'n'},1,{'NNP'},False,paggot,paggot,paggot,1,3.807354922057604,0.2719539230041146
paid,2,2.083420142505938e-05,15.550686671837498,4,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,paid,paid,paid,2,2.807354922057604,0.40105070315108626
pain,6,6.250260427517813e-05,13.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,pain,pain,pain,4,1.8073549220576042,0.5163871205878868
painful,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,pain,pain,pain,1,3.807354922057604,0.2719539230041146
pains,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,pain,pain,pain,1,3.807354922057604,0.2719539230041146
paint,6,6.250260427517813e-05,13.965724171116342,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,paint,paint,paint,4,1.8073549220576042,0.5163871205878868
painting,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,paint,paint,paint,2,2.807354922057604,0.40105070315108626
pair,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,pair,pair,pair,2,2.807354922057604,0.40105070315108626
palace,13,0.0001354223092628,12.850246953696406,6,NN,n,1,{'n'},1,{'NN'},False,palac,palac,palac,3,2.222392421336448,0.4762269474292389
palanquin,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,palanquin,palanquin,palanquin,1,3.807354922057604,0.2719539230041146
pale,1,1.041710071252969e-05,16.5506866718375,4,JJ,j,1,{'j'},1,{'JJ'},False,pale,pale,pal,1,3.807354922057604,0.2719539230041146
pampers,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,pamper,pamper,pamp,1,3.807354922057604,0.2719539230041146
pancakes,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,pancak,pancak,pancak,1,3.807354922057604,0.2719539230041146
panic,4,4.166840285011876e-05,14.550686671837498,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,panic,panic,pan,4,1.8073549220576042,0.5163871205878868
panicking,2,2.083420142505938e-05,15.550686671837498,9,NN,n,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,panick,panick,panick,2,2.807354922057604,0.40105070315108626
pansy,5,5.208550356264844e-05,14.228758576950137,5,NNP,n,1,{'n'},1,{'NNP'},False,pansi,pansi,pansy,1,3.807354922057604,0.2719539230041146
pants,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,pant,pant,pant,1,3.807354922057604,0.2719539230041146
paper,10,0.0001041710071252,13.228758576950137,5,NN,n,1,{'n'},1,{'NN'},False,paper,paper,pap,7,1.0,0.5
parachute,2,2.083420142505938e-05,15.550686671837498,9,NN,n,1,{'n'},1,{'NN'},False,parachut,parachut,parachut,2,2.807354922057604,0.40105070315108626
parade,14,0.0001458394099754,12.743331749779896,6,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,parad,parad,parad,1,3.807354922057604,0.2719539230041146
parades,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,parad,parad,parad,1,3.807354922057604,0.2719539230041146
paradise,1,1.041710071252969e-05,16.5506866718375,8,VB,v,1,{'v'},1,{'VB'},False,paradis,paradis,parad,1,3.807354922057604,0.2719539230041146
paragraph,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,paragraph,paragraph,paragraph,1,3.807354922057604,0.2719539230041146
parasol,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,parasol,parasol,parasol,1,3.807354922057604,0.2719539230041146
pardon,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,pardon,pardon,pardon,1,3.807354922057604,0.2719539230041146
parents,16,0.0001666736114004,12.550686671837498,7,NNS,n,1,{'n'},1,{'NNS'},False,parent,parent,par,4,1.8073549220576042,0.5163871205878868
park,11,0.0001145881078378,13.091255053200202,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,park,park,park,4,1.8073549220576042,0.5163871205878868
parks,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,park,park,park,1,3.807354922057604,0.2719539230041146
parlor,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,parlor,parlor,parl,1,3.807354922057604,0.2719539230041146
paro,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,paro,paro,paro,1,3.807354922057604,0.2719539230041146
part,18,0.0001875078128255,12.380761670395186,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,part,part,part,7,1.0,0.5
partaking,1,1.041710071252969e-05,16.5506866718375,9,VBG,v,1,{'v'},1,{'VBG'},False,partak,partak,partak,1,3.807354922057604,0.2719539230041146
partially,1,1.041710071252969e-05,16.5506866718375,9,RB,r,1,{'r'},1,{'RB'},False,partial,partial,part,1,3.807354922057604,0.2719539230041146
participants,1,1.041710071252969e-05,16.5506866718375,12,NNS,n,1,{'n'},1,{'NNS'},False,particip,particip,particip,1,3.807354922057604,0.2719539230041146
participate,1,1.041710071252969e-05,16.5506866718375,11,VB,v,1,{'v'},1,{'VB'},False,particip,particip,particip,1,3.807354922057604,0.2719539230041146
participated,1,1.041710071252969e-05,16.5506866718375,12,VBD,v,1,{'v'},1,{'VBD'},False,particip,particip,particip,1,3.807354922057604,0.2719539230041146
participating,1,1.041710071252969e-05,16.5506866718375,13,VBG,v,1,{'v'},1,{'VBG'},False,particip,particip,particip,1,3.807354922057604,0.2719539230041146
partied,1,1.041710071252969e-05,16.5506866718375,7,VBP,v,1,{'v'},1,{'VBP'},False,parti,parti,party,1,3.807354922057604,0.2719539230041146
parties,3,3.1251302137589066e-05,14.965724171116342,7,NNS,n,1,{'n'},1,{'NNS'},False,parti,parti,party,3,2.222392421336448,0.4762269474292389
partner,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,partner,partner,partn,2,2.807354922057604,0.40105070315108626
partners,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,partner,partner,partn,1,3.807354922057604,0.2719539230041146
partnership,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,partnership,partnership,partn,1,3.807354922057604,0.2719539230041146
parts,4,4.166840285011876e-05,14.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,part,part,part,2,2.807354922057604,0.40105070315108626
party,16,0.0001666736114004,12.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,parti,parti,party,4,1.8073549220576042,0.5163871205878868
pascal,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,pascal,pascal,pasc,1,3.807354922057604,0.2719539230041146
pass,10,0.0001041710071252,13.228758576950137,4,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NN'}",False,pass,pass,pass,6,1.222392421336448,0.5238824662870492
passed,6,6.250260427517813e-05,13.965724171116342,6,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,pass,pass,pass,5,1.4854268271702418,0.5305095811322292
passengers,2,2.083420142505938e-05,15.550686671837498,10,NNS,n,1,{'n'},1,{'NNS'},False,passeng,passeng,passeng,1,3.807354922057604,0.2719539230041146
passes,2,2.083420142505938e-05,15.550686671837498,6,NNS,n,2,"{'n', 'v'}",2,"{'VBZ', 'NNS'}",False,pass,pass,pass,2,2.807354922057604,0.40105070315108626
passing,1,1.041710071252969e-05,16.5506866718375,7,VBG,v,1,{'v'},1,{'VBG'},False,pass,pass,pass,1,3.807354922057604,0.2719539230041146
password,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,password,password,password,1,3.807354922057604,0.2719539230041146
past,4,4.166840285011876e-05,14.550686671837498,4,JJ,j,3,"{'j', 'n', 'x'}",3,"{'JJ', 'NN', 'IN'}",False,past,past,past,3,2.222392421336448,0.4762269474292389
path,4,4.166840285011876e-05,14.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,path,path,path,2,2.807354922057604,0.40105070315108626
pathetic,2,2.083420142505938e-05,15.550686671837498,8,JJ,j,1,{'j'},1,{'JJ'},False,pathet,pathet,pathet,2,2.807354922057604,0.40105070315108626
pathway,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,pathway,pathway,pathway,1,3.807354922057604,0.2719539230041146
patient,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,patient,patient,paty,2,2.807354922057604,0.40105070315108626
patiently,1,1.041710071252969e-05,16.5506866718375,9,RB,r,1,{'r'},1,{'RB'},False,patient,patient,paty,1,3.807354922057604,0.2719539230041146
patriotic,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,patriot,patriot,patriot,1,3.807354922057604,0.2719539230041146
patrol,5,5.208550356264844e-05,14.228758576950137,6,NN,n,1,{'n'},1,{'NN'},False,patrol,patrol,patrol,3,2.222392421336448,0.4762269474292389
patterns,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,pattern,pattern,pattern,1,3.807354922057604,0.2719539230041146
pause,4,4.166840285011876e-05,14.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,paus,paus,paus,1,3.807354922057604,0.2719539230041146
pay,25,0.0002604275178132,11.906830482062771,3,VB,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,pay,pay,pay,10,0.48542682717024166,0.34673344797874406
payed,1,1.041710071252969e-05,16.5506866718375,5,VBN,v,1,{'v'},1,{'VBN'},False,pay,pay,pay,1,3.807354922057604,0.2719539230041146
paying,2,2.083420142505938e-05,15.550686671837498,6,VBG,v,1,{'v'},1,{'VBG'},False,pay,pay,pay,2,2.807354922057604,0.40105070315108626
payload,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,payload,payload,payload,1,3.807354922057604,0.2719539230041146
payment,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,payment,payment,pay,2,2.807354922057604,0.40105070315108626
payroll,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,payrol,payrol,payrol,1,3.807354922057604,0.2719539230041146
pazu,51,0.000531272136339,10.878261329866003,4,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,pazu,pazu,pazu,1,3.807354922057604,0.2719539230041146
pe,9,9.37539064127672e-05,13.380761670395186,2,NNP,n,1,{'n'},1,{'NNP'},False,pe,pe,pe,1,3.807354922057604,0.2719539230041146
peabrain,1,1.041710071252969e-05,16.5506866718375,8,VBP,v,1,{'v'},1,{'VBP'},False,peabrain,peabrain,peabrain,1,3.807354922057604,0.2719539230041146
peace,7,7.291970498770782e-05,13.743331749779896,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,peac,peac,peac,4,1.8073549220576042,0.5163871205878868
peaceful,3,3.1251302137589066e-05,14.965724171116342,8,JJ,j,1,{'j'},1,{'JJ'},False,peac,peac,peac,3,2.222392421336448,0.4762269474292389
peak,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,peak,peak,peak,2,2.807354922057604,0.40105070315108626
peaks,1,1.041710071252969e-05,16.5506866718375,5,NNS,n,1,{'n'},1,{'NNS'},False,peak,peak,peak,1,3.807354922057604,0.2719539230041146
pearl,2,2.083420142505938e-05,15.550686671837498,5,VBZ,v,1,{'v'},1,{'VBZ'},False,pearl,pearl,pearl,1,3.807354922057604,0.2719539230041146
pearls,3,3.1251302137589066e-05,14.965724171116342,6,NN,n,1,{'n'},3,"{'NN', 'NNP', 'NNS'}",False,pearl,pearl,pearl,2,2.807354922057604,0.40105070315108626
peasants,2,2.083420142505938e-05,15.550686671837498,8,NNS,n,1,{'n'},1,{'NNS'},False,peasant,peasant,peas,1,3.807354922057604,0.2719539230041146
pedal,1,1.041710071252969e-05,16.5506866718375,5,VBP,v,1,{'v'},1,{'VBP'},False,pedal,pedal,ped,1,3.807354922057604,0.2719539230041146
pedaling,1,1.041710071252969e-05,16.5506866718375,8,VBG,v,1,{'v'},1,{'VBG'},False,pedal,pedal,ped,1,3.807354922057604,0.2719539230041146
peeking,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,peek,peek,peek,1,3.807354922057604,0.2719539230041146
peeler,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,peeler,peeler,peel,1,3.807354922057604,0.2719539230041146
peepee,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,peepe,peepe,peep,1,3.807354922057604,0.2719539230041146
peeping,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,peep,peep,peep,1,3.807354922057604,0.2719539230041146
pejite,23,0.0002395933163881,12.027124715780486,6,NNP,n,2,"{'v', 'n'}",3,"{'VB', 'NN', 'NNP'}",False,pejit,pejit,pejit,1,3.807354922057604,0.2719539230041146
pelt,2,2.083420142505938e-05,15.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,pelt,pelt,pelt,1,3.807354922057604,0.2719539230041146
pelts,2,2.083420142505938e-05,15.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,pelt,pelt,pelt,2,2.807354922057604,0.40105070315108626
pen,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,pen,pen,pen,1,3.807354922057604,0.2719539230041146
pendragon,11,0.0001145881078378,13.091255053200202,9,NNP,n,1,{'n'},1,{'NNP'},False,pendragon,pendragon,pendragon,1,3.807354922057604,0.2719539230041146
penglai,8,8.333680570023751e-05,13.550686671837498,7,NNP,n,1,{'n'},1,{'NNP'},False,penglai,penglai,pengla,1,3.807354922057604,0.2719539230041146
penguins,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,penguin,penguin,penguin,1,3.807354922057604,0.2719539230041146
pennies,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,penni,penni,penny,1,3.807354922057604,0.2719539230041146
penniless,2,2.083420142505938e-05,15.550686671837498,9,NN,n,1,{'n'},1,{'NN'},False,penniless,penniless,penniless,2,2.807354922057604,0.40105070315108626
